一级分类,二级分类,品名,最低价,平均价,最高价,规格,产地,单位,发布日期
蔬菜,,贝贝南瓜,1.5,1.6,1.7,,蒙,斤,2022-08-17 00:00:00
蔬菜,,金丝南瓜,2.8,3.0,3.2,,蒙,斤,2022-08-17 00:00:00
蔬菜,,板栗南瓜,1.5,1.6,1.7,,新,斤,2022-08-17 00:00:00
蔬菜,,南北瓜,0.7,0.8,0.9,,湘鄂浙,斤,2022-08-17 00:00:00
蔬菜,,尖椒,1.4,1.8,2.2,袋\箱,蒙冀,斤,2022-08-17 00:00:00
蔬菜,,红尖椒,4.5,4.75,5.0,,鲁,斤,2022-08-17 00:00:00
蔬菜,,美人椒,5.5,6.75,8.0,,鲁琼,斤,2022-08-17 00:00:00
蔬菜,,螺丝椒,2.5,3.0,3.5,,鲁冀,斤,2022-08-17 00:00:00
蔬菜,,柿子椒,1.0,1.5,2.0,袋\箱,鲁冀辽,斤,2022-08-17 00:00:00
蔬菜,,线椒,2.0,2.75,3.5,新,鲁冀,斤,2022-08-17 00:00:00
蔬菜,,杭椒,1.8,1.9,2.0,,鲁冀辽,斤,2022-08-17 00:00:00
蔬菜,,小米椒,5.0,6.5,8.0,,云豫,斤,2022-08-17 00:00:00
蔬菜,,彩椒,4.0,5.0,6.0,红\黄,鲁冀,斤,2022-08-17 00:00:00
蔬菜,,白萝卜,0.4,0.55,0.7,,冀,斤,2022-08-17 00:00:00
蔬菜,,心里美,1.4,1.5,1.6,泥\洗,冀,斤,2022-08-17 00:00:00
蔬菜,,卞萝卜,0.8,0.85,0.9,洗,冀,斤,2022-08-17 00:00:00
蔬菜,,青萝卜,1.2,1.35,1.5,,鲁,斤,2022-08-17 00:00:00
蔬菜,,胡萝卜,0.5,0.65,0.8,泥,鲁蒙冀,斤,2022-08-17 00:00:00
蔬菜,,胡萝卜,0.8,0.93,1.05,洗,鲁蒙,斤,2022-08-17 00:00:00
蔬菜,,土豆,0.8,1.1,1.4,,冀蒙陕,斤,2022-08-17 00:00:00
蔬菜,,葱头,0.9,1.0,1.1,黄,甘辽,斤,2022-08-17 00:00:00
蔬菜,,葱头,0.75,0.83,0.9,红,辽蒙,斤,2022-08-17 00:00:00
蔬菜,,山药,4.3,4.9,5.5,脆\麻,冀,斤,2022-08-17 00:00:00
蔬菜,,山药,7.5,8.0,8.5,铁棍,豫冀,斤,2022-08-17 00:00:00
蔬菜,,莲藕,4.0,4.25,4.5,泥\洗,川,斤,2022-08-17 00:00:00
蔬菜,,红薯,1.4,1.45,1.5,龙薯九,冀豫,斤,2022-08-17 00:00:00
蔬菜,,红薯,2.5,2.75,3.0,西瓜红\烟薯,粤豫冀,斤,2022-08-17 00:00:00
蔬菜,,紫薯,2.6,3.2,3.8,,,斤,2022-08-17 00:00:00
蔬菜,,茭白,4.5,4.7,4.9,,云,斤,2022-08-17 00:00:00
蔬菜,,荸荠,3.3,3.4,3.5,,皖,斤,2022-08-17 00:00:00
蔬菜,,芋头,3.5,3.65,3.8,,闽,斤,2022-08-17 00:00:00
蔬菜,,姜,1.3,2.35,3.4,姜头\整,鲁,斤,2022-08-17 00:00:00
蔬菜,,大蒜,2.2,2.6,3.0,,豫苏鲁,斤,2022-08-17 00:00:00
蔬菜,,蒜米,2.6,3.0,3.4,机剥\手工,鲁,斤,2022-08-17 00:00:00
蔬菜,,大葱,2.5,2.9,3.3,,鲁冀,斤,2022-08-17 00:00:00
蔬菜,,小葱,3.0,4.0,5.0,,冀,斤,2022-08-17 00:00:00
蔬菜,,蒜苗,2.3,3.65,5.0,,鲁豫,斤,2022-08-17 00:00:00
蔬菜,,蒜黄,8.0,8.25,8.5,,冀,斤,2022-08-17 00:00:00
蔬菜,,青蒜,3.0,3.2,3.4,,甘,斤,2022-08-17 00:00:00
蔬菜,,平菇,3.5,4.75,6.0,小叶,冀,斤,2022-08-17 00:00:00
蔬菜,,香菇,3.5,5.75,8.0,,冀,斤,2022-08-17 00:00:00
蔬菜,,白玉菇,3.5,4.0,4.5,,冀,斤,2022-08-17 00:00:00
蔬菜,,口蘑,6.5,6.75,7.0,,冀,斤,2022-08-17 00:00:00
蔬菜,,杏鲍菇,2.5,2.65,2.8,,苏豫津,斤,2022-08-17 00:00:00
蔬菜,,金针菇,3.0,3.5,4.0,,辽鲁,斤,2022-08-17 00:00:00
蔬菜,水菜,油菜,2.5,2.75,3.0,,,斤,2022-08-17 00:00:00
蔬菜,水菜,小白菜,2.5,2.75,3.0,,,斤,2022-08-17 00:00:00
蔬菜,水菜,油麦菜,4.5,5.0,5.5,,,斤,2022-08-17 00:00:00
蔬菜,水菜,奶白菜,2.0,2.5,3.0,,,斤,2022-08-17 00:00:00
蔬菜,水菜,散生菜,2.0,2.5,3.0,,,斤,2022-08-17 00:00:00
蔬菜,水菜,香葱,5.0,5.5,6.0,,,斤,2022-08-17 00:00:00
蔬菜,水菜,茼蒿,12.0,13.0,14.0,,,斤,2022-08-17 00:00:00
蔬菜,水菜,蒿子秆,4.5,5.0,5.5,,,斤,2022-08-17 00:00:00
蔬菜,水菜,水萝卜,2.5,2.75,3.0,,,斤,2022-08-17 00:00:00
蔬菜,水菜,樱桃萝卜,4.5,5.0,5.5,,,斤,2022-08-17 00:00:00
蔬菜,水菜,香芹,3.5,4.0,4.5,,,斤,2022-08-17 00:00:00
蔬菜,水菜,菠菜,5.0,5.25,5.5,,,斤,2022-08-17 00:00:00
蔬菜,水菜,苋菜,4.5,4.75,5.0,,,斤,2022-08-17 00:00:00
蔬菜,水菜,菊花菜,2.0,2.25,2.5,,,斤,2022-08-17 00:00:00
蔬菜,水菜,青蒜,3.0,3.5,4.0,,,斤,2022-08-17 00:00:00
蔬菜,水菜,盖菜,3.0,3.25,3.5,,,斤,2022-08-17 00:00:00
蔬菜,水菜,芥兰,2.5,2.75,3.0,,,斤,2022-08-17 00:00:00
蔬菜,水菜,菜心,3.0,3.25,3.5,,,斤,2022-08-17 00:00:00
蔬菜,水菜,空心菜,3.0,3.5,4.0,,,斤,2022-08-17 00:00:00
蔬菜,水菜,鸡毛菜,14.0,14.5,15.0,,,斤,2022-08-17 00:00:00
蔬菜,水菜,荆芥,1.5,1.75,2.0,,,斤,2022-08-17 00:00:00
蔬菜,水菜,紫苏叶,3.0,3.25,3.5,,,斤,2022-08-17 00:00:00
蔬菜,水菜,豌豆苗,4.0,4.25,4.5,,,斤,2022-08-17 00:00:00
蔬菜,水菜,快菜,1.5,1.75,2.0,,,斤,2022-08-17 00:00:00
蔬菜,水菜,苦菊,3.0,3.25,3.5,,,斤,2022-08-17 00:00:00
蔬菜,水菜,穿心莲,6.0,7.0,8.0,,,斤,2022-08-17 00:00:00
蔬菜,水菜,木耳菜,2.5,3.0,3.5,,,斤,2022-08-17 00:00:00
水果,其他类,凤梨,2.2,2.3,2.4,,国产,斤,2022-08-17 00:00:00
水果,其他类,圣女果,3.8,4.65,5.5,千禧,,斤,2022-08-17 00:00:00
水果,其他类,百香果,9.0,9.5,10.0,,,斤,2022-08-17 00:00:00
水果,其他类,马牙枣,4.0,5.0,6.0,,,斤,2022-08-17 00:00:00
水果,其他类,冬枣,8.0,10.0,12.0,,,斤,2022-08-17 00:00:00
水果,其他类,火龙果,4.0,5.75,7.5,红,,斤,2022-08-17 00:00:00
水果,其他类,火龙果,3.5,4.5,5.5,白,,斤,2022-08-17 00:00:00
水果,其他类,木瓜,4.5,4.75,5.0,,,斤,2022-08-17 00:00:00
水果,其他类,柠檬,4.5,4.75,5.0,,,斤,2022-08-17 00:00:00
水果,其他类,石榴,4.0,7.0,10.0,,,斤,2022-08-17 00:00:00
水果,其他类,青皮核桃,1.3,1.35,1.4,,,斤,2022-08-17 00:00:00
水果,其他类,姑娘果（灯笼果）,5.0,8.0,11.0,,,斤,2022-08-17 00:00:00
水果,其他类,沙果,2.0,2.25,2.5,,,斤,2022-08-17 00:00:00
水果,梨类,鸭梨,2.3,2.45,2.6,,,斤,2022-08-17 00:00:00
水果,梨类,雪花梨,2.2,2.35,2.5,,,斤,2022-08-17 00:00:00
水果,梨类,皇冠梨,2.5,2.85,3.2,纸箱,,斤,2022-08-17 00:00:00
水果,梨类,皇冠梨,2.0,2.15,2.3,青,,斤,2022-08-17 00:00:00
水果,梨类,七月红,2.2,2.4,2.6,,,斤,2022-08-17 00:00:00
水果,梨类,丰水梨,3.6,3.9,4.2,,,斤,2022-08-17 00:00:00
水果,梨类,红酥梨,2.2,2.4,2.6,,,斤,2022-08-17 00:00:00
水果,梨类,库尔勒香梨,4.0,4.6,5.2,,,斤,2022-08-17 00:00:00
水果,梨类,红啤梨,3.5,4.0,4.5,,,斤,2022-08-17 00:00:00
水果,梨类,贵妃梨,1.8,2.0,2.2,,,斤,2022-08-17 00:00:00
水果,柑橘类,蜜桔,2.5,3.75,5.0,,,斤,2022-08-17 00:00:00
水果,柑橘类,夏橙,2.5,3.75,5.0,,,斤,2022-08-17 00:00:00
水果,柑橘类,红心蜜柚,3.5,4.25,5.0,,,斤,2022-08-17 00:00:00
水果,桃李杏类,油桃,2.5,3.75,5.0,,,斤,2022-08-17 00:00:00
水果,桃李杏类,蟠桃,3.0,4.0,5.0,,,斤,2022-08-17 00:00:00
水果,桃李杏类,水蜜桃,4.0,7.0,10.0,,,斤,2022-08-17 00:00:00
水果,桃李杏类,黄油桃,2.5,3.75,5.0,,,斤,2022-08-17 00:00:00
水果,桃李杏类,黄毛桃,2.5,4.25,6.0,,,斤,2022-08-17 00:00:00
水果,桃李杏类,黄油蟠,2.5,4.25,6.0,,,斤,2022-08-17 00:00:00
水果,桃李杏类,绿化久,2.2,2.8,3.4,,,斤,2022-08-17 00:00:00
水果,桃李杏类,14号,1.8,2.65,3.5,,,斤,2022-08-17 00:00:00
水果,桃李杏类,猕猴桃,6.0,6.75,7.5,翠香,,斤,2022-08-17 00:00:00
水果,桃李杏类,猕猴桃,4.0,4.5,5.0,徐香,,斤,2022-08-17 00:00:00
水果,桃李杏类,猕猴桃,2.3,2.55,2.8,秦美亚特,,斤,2022-08-17 00:00:00
水果,桃李杏类,李子,1.5,3.25,5.0,,,斤,2022-08-17 00:00:00
水果,桃李杏类,白杏,8.0,10.0,12.0,吊干杏,新疆,斤,2022-08-17 00:00:00
水果,桃李杏类,杏梅,2.0,3.5,5.0,,,斤,2022-08-17 00:00:00
水果,桃李杏类,西梅,16.0,16.5,17.0,,新疆,斤,2022-08-17 00:00:00
水果,西瓜类,无籽小号-大号,1.3,1.35,1.4,,,斤,2022-08-17 00:00:00
水果,西瓜类,麒麟,1.8,2.7,3.6,甜蜜蜜,,斤,2022-08-17 00:00:00
水果,西瓜类,甜王,1.2,1.35,1.5,,,斤,2022-08-17 00:00:00
水果,西瓜类,硒砂瓜,1.5,1.65,1.8,,,斤,2022-08-17 00:00:00
水果,西瓜类,特小凤,2.2,2.35,2.5,,,斤,2022-08-17 00:00:00
水果,西瓜类,L600吊秧瓜,2.8,3.4,4.0,,,斤,2022-08-17 00:00:00
水果,西瓜类,金城5号,1.2,1.35,1.5,,,斤,2022-08-17 00:00:00
水果,西瓜类,蜜童,1.4,1.8,2.2,,,斤,2022-08-17 00:00:00
水果,香蕉类,国产香蕉,2.7,3.05,3.4,,,斤,2022-08-17 00:00:00
水果,香蕉类,南美、菲律宾香蕉,3.0,3.4,3.8,,,斤,2022-08-17 00:00:00
水果,香蕉类,泰国香蕉,8.6,8.65,8.7,帝王蕉,,斤,2022-08-17 00:00:00
水果,甜瓜类,哈密瓜,2.0,2.35,2.7,,,斤,2022-08-17 00:00:00
水果,甜瓜类,晓蜜25号,2.4,2.5,2.6,,,斤,2022-08-17 00:00:00
水果,甜瓜类,玉菇,2.2,2.35,2.5,奶香蜜,,斤,2022-08-17 00:00:00
水果,甜瓜类,网纹,3.0,3.5,4.0,,,斤,2022-08-17 00:00:00
水果,甜瓜类,久红瑞,2.3,2.5,2.7,,,斤,2022-08-17 00:00:00
水果,甜瓜类,羊角蜜,1.6,2.55,3.5,六一,,斤,2022-08-17 00:00:00
水果,甜瓜类,西州蜜,1.7,1.95,2.2,,,斤,2022-08-17 00:00:00
水果,甜瓜类,白糖罐,1.8,2.1,2.4,24号,,斤,2022-08-17 00:00:00
水果,甜瓜类,花蕾甜瓜,2.5,3.0,3.5,,,斤,2022-08-17 00:00:00
水果,甜瓜类,绿宝甜瓜,2.5,3.0,3.5,,,斤,2022-08-17 00:00:00
水果,甜瓜类,八里香,2.0,2.1,2.2,,,斤,2022-08-17 00:00:00
水果,甜瓜类,东北甜瓜,1.8,2.0,2.2,,,斤,2022-08-17 00:00:00
水果,甜瓜类,博阳,1.5,2.25,3.0,系列,,斤,2022-08-17 00:00:00
水果,苹果类,富士,3.0,3.4,3.8,纸袋Φ70-84,,斤,2022-08-17 00:00:00
水果,苹果类,富士,5.0,5.5,6.0,纸袋Φ85以上,,斤,2022-08-17 00:00:00
水果,苹果类,黄元帅,3.0,3.75,4.5,,,斤,2022-08-17 00:00:00
水果,苹果类,秦阳,4.0,4.5,5.0,,,斤,2022-08-17 00:00:00
水果,苹果类,嘎啦,3.5,4.0,4.5,纸袋,,斤,2022-08-17 00:00:00
水果,苹果类,嘎啦,2.0,2.75,3.5,光果,,斤,2022-08-17 00:00:00
水果,苹果类,青苹果,2.0,2.4,2.8,,,斤,2022-08-17 00:00:00
水果,葡萄类,阳光玫瑰,5.0,12.5,20.0,,,斤,2022-08-17 00:00:00
水果,葡萄类,玫瑰香,3.5,4.75,6.0,,,斤,2022-08-17 00:00:00
水果,葡萄类,克伦生,7.0,8.0,9.0,,,斤,2022-08-17 00:00:00
水果,葡萄类,郁金香,5.0,6.0,7.0,茉莉香,,斤,2022-08-17 00:00:00
水果,葡萄类,美人指,7.0,8.0,9.0,,,斤,2022-08-17 00:00:00
水果,葡萄类,红提,5.0,6.0,7.0,,,斤,2022-08-17 00:00:00
水果,葡萄类,黑提,4.0,5.5,7.0,夏黑,,斤,2022-08-17 00:00:00
水果,葡萄类,青提,3.5,4.0,4.5,维多利亚,,斤,2022-08-17 00:00:00
水果,葡萄类,巨峰,2.6,4.3,6.0,,,斤,2022-08-17 00:00:00
水果,葡萄类,新疆无核,4.5,5.25,6.0,,,斤,2022-08-17 00:00:00
水果,葡萄类,紫甜,5.0,5.5,6.0,,,斤,2022-08-17 00:00:00
水果,芒果类,小台农,6.0,6.5,7.0,生,,斤,2022-08-17 00:00:00
水果,芒果类,大台农,9.0,9.25,9.5,生,,斤,2022-08-17 00:00:00
水果,芒果类,鹰嘴芒果,5.5,6.25,7.0,,,斤,2022-08-17 00:00:00
水果,芒果类,青皮芒果,5.5,6.0,6.5,,,斤,2022-08-17 00:00:00
水果,芒果类,象牙芒果,4.5,5.0,5.5,,,斤,2022-08-17 00:00:00
水果,芒果类,凯特,3.5,4.5,5.5,,,斤,2022-08-17 00:00:00
水果,芒果类,热龙,6.5,7.0,7.5,,,斤,2022-08-17 00:00:00
水果,芒果类,澳芒,6.0,7.0,8.0,新世纪\肯特,,斤,2022-08-17 00:00:00
水果,荔枝类,红花,8.0,8.5,9.0,,,斤,2022-08-17 00:00:00
肉禽蛋,猪肉类,白条猪,13.0,13.0,13.0,瘦,,斤,2022-08-17 00:00:00
肉禽蛋,猪肉类,白条猪,11.5,11.5,11.5,肥,,斤,2022-08-17 00:00:00
肉禽蛋,猪肉类,前臀尖,12.0,12.5,13.0,瘦,,斤,2022-08-17 00:00:00
肉禽蛋,猪肉类,前臀尖,11.0,11.5,12.0,肥,,斤,2022-08-17 00:00:00
肉禽蛋,猪肉类,后臀尖,12.0,12.5,13.0,瘦,,斤,2022-08-17 00:00:00
肉禽蛋,猪肉类,后臀尖,11.0,11.5,12.0,肥,,斤,2022-08-17 00:00:00
肉禽蛋,猪肉类,五花肉,15.0,15.5,16.0,瘦,,斤,2022-08-17 00:00:00
肉禽蛋,猪肉类,五花肉,14.0,14.5,15.0,肥,,斤,2022-08-17 00:00:00
肉禽蛋,猪肉类,五花头,12.0,12.5,13.0,,,斤,2022-08-17 00:00:00
肉禽蛋,猪肉类,纯通脊,15.0,15.5,16.0,,,斤,2022-08-17 00:00:00
肉禽蛋,猪肉类,通脊,12.0,12.5,13.0,,,斤,2022-08-17 00:00:00
肉禽蛋,猪肉类,小里脊,15.0,15.5,16.0,,,斤,2022-08-17 00:00:00
肉禽蛋,猪肉类,梅花肉,15.0,15.5,16.0,,,斤,2022-08-17 00:00:00
肉禽蛋,猪肉类,纯瘦肉,12.5,13.0,13.5,,,斤,2022-08-17 00:00:00
肉禽蛋,猪肉类,护心肉,17.0,17.0,17.0,鲜,,斤,2022-08-17 00:00:00
肉禽蛋,猪肉类,前肘,11.0,11.5,12.0,,,斤,2022-08-17 00:00:00
肉禽蛋,猪肉类,后肘（带骨）,8.5,9.25,10.0,,,斤,2022-08-17 00:00:00
肉禽蛋,猪肉类,后肘（去骨）,11.0,11.5,12.0,,,斤,2022-08-17 00:00:00
肉禽蛋,猪肉类,猪尾巴,40.0,42.5,45.0,,,斤,2022-08-17 00:00:00
肉禽蛋,猪肉类,猪蹄,22.0,22.5,23.0,,,斤,2022-08-17 00:00:00
肉禽蛋,猪肉类,纯排骨,24.0,25.0,26.0,,,斤,2022-08-17 00:00:00
肉禽蛋,猪肉类,纯腔骨,8.0,9.0,10.0,,,斤,2022-08-17 00:00:00
肉禽蛋,猪肉类,腔排骨,15.0,16.0,17.0,,,斤,2022-08-17 00:00:00
肉禽蛋,猪肉类,梅花骨,11.0,11.5,12.0,,,斤,2022-08-17 00:00:00
肉禽蛋,猪肉类,棒骨,9.0,10.0,11.0,,,斤,2022-08-17 00:00:00
肉禽蛋,猪肉类,猪头,11.5,11.5,11.5,,,斤,2022-08-17 00:00:00
肉禽蛋,猪肉类,猪口条,17.5,17.5,17.5,,,斤,2022-08-17 00:00:00
肉禽蛋,猪肉类,猪耳,27.0,27.5,28.0,,,斤,2022-08-17 00:00:00
肉禽蛋,猪肉类,猪脑,25.0,26.5,28.0,,,斤,2022-08-17 00:00:00
肉禽蛋,猪肉类,猪肚,24.0,24.0,24.0,,,斤,2022-08-17 00:00:00
肉禽蛋,猪肉类,猪板油,7.0,7.5,8.0,,,斤,2022-08-17 00:00:00
肉禽蛋,猪肉类,肥膘肉,6.0,6.5,7.0,,,斤,2022-08-17 00:00:00
肉禽蛋,猪肉类,猪腰子,28.0,28.0,28.0,,,斤,2022-08-17 00:00:00
肉禽蛋,猪肉类,猪心,11.0,11.0,11.0,,,斤,2022-08-17 00:00:00
肉禽蛋,猪肉类,猪肝,7.0,7.0,7.0,,,斤,2022-08-17 00:00:00
肉禽蛋,猪肉类,猪肺,4.0,4.5,5.0,,,个,2022-08-17 00:00:00
肉禽蛋,猪肉类,猪皮,4.0,5.0,6.0,,,斤,2022-08-17 00:00:00
肉禽蛋,猪肉类,猪肠头,20.0,20.0,20.0,,,斤,2022-08-17 00:00:00
肉禽蛋,猪肉类,猪肠,19.0,19.0,19.0,,,斤,2022-08-17 00:00:00
肉禽蛋,牛肉类,整牛,32.5,32.5,32.5,,,斤,2022-08-17 00:00:00
肉禽蛋,牛肉类,牛前腱,37.0,37.5,38.0,,,斤,2022-08-17 00:00:00
肉禽蛋,牛肉类,牛后腱,37.0,37.5,38.0,,,斤,2022-08-17 00:00:00
肉禽蛋,牛肉类,牛前腿,33.5,33.5,33.5,,,斤,2022-08-17 00:00:00
肉禽蛋,牛肉类,牛后腿,34.0,34.25,34.5,,,斤,2022-08-17 00:00:00
肉禽蛋,牛肉类,牛腰窝,34.0,34.5,35.0,,,斤,2022-08-17 00:00:00
肉禽蛋,牛肉类,肥牛,30.0,32.5,35.0,,,斤,2022-08-17 00:00:00
肉禽蛋,牛肉类,牛柳,37.0,37.0,37.0,里脊,,斤,2022-08-17 00:00:00
肉禽蛋,牛肉类,精牛柳,39.0,39.5,40.0,,,斤,2022-08-17 00:00:00
肉禽蛋,牛肉类,牛腩,34.0,34.0,34.0,,,斤,2022-08-17 00:00:00
肉禽蛋,牛肉类,牛林,34.0,34.0,34.0,,,斤,2022-08-17 00:00:00
肉禽蛋,牛肉类,牛油,5.0,5.0,5.0,,,斤,2022-08-17 00:00:00
肉禽蛋,牛肉类,牛金钱腱,50.0,50.0,50.0,,,斤,2022-08-17 00:00:00
肉禽蛋,牛肉类,牛筋头巴脑,30.0,31.0,32.0,,,斤,2022-08-17 00:00:00
肉禽蛋,牛肉类,牛宝,18.0,18.0,18.0,,,斤,2022-08-17 00:00:00
肉禽蛋,牛肉类,牛鞭,55.0,57.5,60.0,,,斤,2022-08-17 00:00:00
肉禽蛋,牛肉类,牛油,5.0,5.0,5.0,,,斤,2022-08-17 00:00:00
肉禽蛋,牛肉类,牛心,13.0,13.0,13.0,,,斤,2022-08-17 00:00:00
肉禽蛋,牛肉类,牛舌,45.0,45.0,45.0,,,斤,2022-08-17 00:00:00
肉禽蛋,牛肉类,牛骨,4.5,4.5,4.5,,,斤,2022-08-17 00:00:00
肉禽蛋,牛肉类,牛排骨,30.0,31.0,32.0,,,斤,2022-08-17 00:00:00
肉禽蛋,牛肉类,牛蹄筋,28.0,28.0,28.0,,,斤,2022-08-17 00:00:00
肉禽蛋,牛肉类,牛板筋,35.0,35.0,35.0,,,斤,2022-08-17 00:00:00
肉禽蛋,牛肉类,牛心管,55.0,55.0,55.0,,,斤,2022-08-17 00:00:00
肉禽蛋,牛肉类,牛肚,18.0,18.5,19.0,,,斤,2022-08-17 00:00:00
肉禽蛋,牛肉类,牛腰子,15.0,15.0,15.0,,,斤,2022-08-17 00:00:00
肉禽蛋,牛肉类,牛尾,30.0,31.0,32.0,,,斤,2022-08-17 00:00:00
肉禽蛋,牛肉类,牛百叶,45.0,45.0,45.0,,,斤,2022-08-17 00:00:00
肉禽蛋,牛肉类,牛上脑,33.0,33.5,34.0,,,斤,2022-08-17 00:00:00
肉禽蛋,羊肉类,整羊,26.0,26.0,26.0,,,斤,2022-08-17 00:00:00
肉禽蛋,羊肉类,去骨羊前腿,33.0,33.5,34.0,,,斤,2022-08-17 00:00:00
肉禽蛋,羊肉类,去骨羊后腿,35.0,35.5,36.0,,,斤,2022-08-17 00:00:00
肉禽蛋,羊肉类,羊腰窝,32.0,32.5,33.0,,,斤,2022-08-17 00:00:00
肉禽蛋,羊肉类,羊肉片,31.0,34.5,38.0,,,斤,2022-08-17 00:00:00
肉禽蛋,羊肉类,羊腰子,15.0,15.0,15.0,挂油,,个,2022-08-17 00:00:00
肉禽蛋,羊肉类,羊蝎子,14.0,14.5,15.0,普通,,斤,2022-08-17 00:00:00
肉禽蛋,羊肉类,羊蝎子,24.0,25.0,26.0,精品,,斤,2022-08-17 00:00:00
肉禽蛋,羊肉类,羊排骨,25.0,25.5,26.0,,,斤,2022-08-17 00:00:00
肉禽蛋,羊肉类,羊尾巴油,7.0,7.5,8.0,,,斤,2022-08-17 00:00:00
肉禽蛋,羊肉类,羊小腿,22.0,22.0,22.0,羊棒,,斤,2022-08-17 00:00:00
肉禽蛋,羊肉类,羊腱子肉,36.0,36.0,36.0,,,斤,2022-08-17 00:00:00
肉禽蛋,羊肉类,羊蹄,16.0,16.0,16.0,水褪,,斤,2022-08-17 00:00:00
肉禽蛋,羊肉类,羊肝,6.0,7.0,8.0,,,斤,2022-08-17 00:00:00
肉禽蛋,羊肉类,羊心,15.0,15.5,16.0,,,斤,2022-08-17 00:00:00
肉禽蛋,羊肉类,羊肠,13.0,13.0,13.0,,,斤,2022-08-17 00:00:00
肉禽蛋,羊肉类,羊肚,17.0,17.5,18.0,,,斤,2022-08-17 00:00:00
肉禽蛋,羊肉类,羊上脑,34.0,34.5,35.0,,,斤,2022-08-17 00:00:00
肉禽蛋,羊肉类,羊骨头,10.0,10.0,10.0,,,斤,2022-08-17 00:00:00
肉禽蛋,羊肉类,羊腩,25.0,25.5,26.0,,,斤,2022-08-17 00:00:00
肉禽蛋,羊肉类,羊里脊,34.0,34.5,35.0,,,斤,2022-08-17 00:00:00
肉禽蛋,禽蛋类,淘汰鸡,11.5,11.5,11.5,干净膛,,斤,2022-08-17 00:00:00
肉禽蛋,禽蛋类,淘汰鸡,10.5,10.75,11.0,净膛,,斤,2022-08-17 00:00:00
肉禽蛋,禽蛋类,仔鸡,8.3,8.3,8.3,净膛,,斤,2022-08-17 00:00:00
肉禽蛋,禽蛋类,肉鸡,7.5,7.5,7.5,,,斤,2022-08-17 00:00:00
肉禽蛋,禽蛋类,鸡胸,7.5,7.5,7.5,,,斤,2022-08-17 00:00:00
肉禽蛋,禽蛋类,鸡翅,12.0,12.0,12.0,,,斤,2022-08-17 00:00:00
肉禽蛋,禽蛋类,鸡翅尖,7.5,7.5,7.5,,,斤,2022-08-17 00:00:00
肉禽蛋,禽蛋类,鸡翅中,24.0,24.0,24.0,,,斤,2022-08-17 00:00:00
肉禽蛋,禽蛋类,鸡翅根,9.0,9.0,9.0,,,斤,2022-08-17 00:00:00
肉禽蛋,禽蛋类,鸡边腿,6.8,7.0,7.2,,,斤,2022-08-17 00:00:00
肉禽蛋,禽蛋类,鸡排腿,7.8,8.0,8.2,,,斤,2022-08-17 00:00:00
肉禽蛋,禽蛋类,鸡琵琶腿,8.5,8.5,8.5,,,斤,2022-08-17 00:00:00
肉禽蛋,禽蛋类,鸡胗,15.0,16.5,18.0,,,斤,2022-08-17 00:00:00
肉禽蛋,禽蛋类,鸡爪,23.0,23.0,23.0,,,斤,2022-08-17 00:00:00
肉禽蛋,禽蛋类,鸡心,6.3,6.4,6.5,,,斤,2022-08-17 00:00:00
肉禽蛋,禽蛋类,鸡肝,3.0,3.0,3.0,,,斤,2022-08-17 00:00:00
肉禽蛋,禽蛋类,鸡脖子,5.0,5.0,5.0,去皮,,斤,2022-08-17 00:00:00
肉禽蛋,禽蛋类,鸡头,3.0,3.25,3.5,,,斤,2022-08-17 00:00:00
肉禽蛋,禽蛋类,鸡油,5.5,5.5,5.5,,,斤,2022-08-17 00:00:00
肉禽蛋,禽蛋类,鸡架子,3.5,3.5,3.5,,,斤,2022-08-17 00:00:00
肉禽蛋,禽蛋类,白条乌鸡,12.0,12.0,12.0,净膛,,斤,2022-08-17 00:00:00
肉禽蛋,禽蛋类,黑爪公鸡,14.0,14.25,14.5,净膛,,斤,2022-08-17 00:00:00
肉禽蛋,禽蛋类,白条湖鸭,7.5,7.5,7.5,,,斤,2022-08-17 00:00:00
肉禽蛋,禽蛋类,鸭腿,7.0,7.0,7.0,,,斤,2022-08-17 00:00:00
肉禽蛋,禽蛋类,箱鸡蛋,221.0,223.0,225.0,,,箱,2022-08-17 00:00:00
肉禽蛋,禽蛋类,箱鸡蛋,5.02,5.06,5.11,,,斤,2022-08-17 00:00:00
肉禽蛋,禽蛋类,散鸡蛋,5.5,5.5,5.5,,,斤,2022-08-17 00:00:00
肉禽蛋,禽蛋类,生鸭蛋,7.8,7.9,8.0,,,斤,2022-08-17 00:00:00
肉禽蛋,禽蛋类,熟鸭蛋,8.3,8.65,9.0,,,斤,2022-08-17 00:00:00
肉禽蛋,禽蛋类,松花蛋,7.0,8.0,9.0,,,斤,2022-08-17 00:00:00
肉禽蛋,禽蛋类,鹅蛋,13.0,14.5,16.0,,,斤,2022-08-17 00:00:00
肉禽蛋,禽蛋类,鹌鹑蛋,8.5,8.75,9.0,,,斤,2022-08-17 00:00:00
肉禽蛋,禽蛋类,柴鸡蛋,5.0,6.7,8.4,,,斤,2022-08-17 00:00:00
肉禽蛋,禽蛋类,乌鸡蛋,8.0,8.25,8.5,,,斤,2022-08-17 00:00:00
肉禽蛋,禽蛋类,鸵鸟蛋,80.0,90.0,100.0,,,个,2022-08-17 00:00:00
肉禽蛋,禽蛋类,鸽子蛋,3.3,3.3,3.3,,,个,2022-08-17 00:00:00
